student_id,course,institute_tier,cgpa,internships,certifications,job_portal_active,industry_demand,institute_score,placement_months,placement_label,starting_salary
STU0342,Engineering,1,8.5,1,3,1,0.75,1.0,3,placed_3m,863277
STU0343,MBA,2,6.51,3,4,1,0.7,0.7,3,placed_3m,979529
STU0344,MBA,3,7.25,3,2,1,0.7,0.45,6,placed_6m,918870
STU0345,Data Science,3,7.26,1,3,1,0.85,0.45,12,placed_12m,1065114
STU0346,Data Science,3,6.65,1,0,1,0.85,0.45,12,placed_12m,908874
STU0347,Engineering,2,5.69,3,0,1,0.75,0.7,6,placed_6m,734470
STU0348,MBA,2,7.56,2,3,1,0.7,0.7,3,placed_3m,860801
STU0349,Data Science,1,7.13,0,3,1,0.85,1.0,6,placed_6m,1048304
STU0350,Data Science,2,7.75,1,4,1,0.85,0.7,6,placed_6m,856567
STU0351,Law,3,6.61,1,3,1,0.45,0.45,24,delayed,543049
STU0352,Data Science,2,8.54,0,2,1,0.85,0.7,3,placed_3m,1043446
STU0353,Engineering,3,6.24,0,4,1,0.75,0.45,12,placed_12m,669401
STU0354,Engineering,3,9.08,0,1,1,0.75,0.45,6,placed_6m,727726
STU0355,Data Science,1,5.28,2,2,0,0.85,1.0,6,placed_6m,1132176
STU0356,Engineering,3,7.68,1,4,1,0.75,0.45,12,placed_12m,627334
STU0357,Data Science,1,7.72,0,4,0,0.85,1.0,6,placed_6m,1176047
STU0358,Arts,2,6.32,0,0,1,0.35,0.7,6,placed_6m,353419
STU0359,Data Science,1,7.67,2,4,1,0.85,1.0,3,placed_3m,1219401
STU0360,MBA,1,8.61,2,2,1,0.7,1.0,6,placed_6m,1048326
STU0361,Data Science,2,4.76,1,3,0,0.85,0.7,6,placed_6m,956228
STU0362,MBA,2,7.75,1,2,1,0.7,0.7,12,placed_12m,858008
STU0363,Data Science,2,4.46,3,1,1,0.85,0.7,6,placed_6m,1045138
STU0364,Arts,2,6.14,0,4,0,0.35,0.7,12,placed_12m,266392
STU0365,MBA,1,8.99,0,4,0,0.7,1.0,12,placed_12m,930887
STU0366,Arts,1,6.56,1,4,1,0.35,1.0,12,placed_12m,292502
STU0367,Arts,2,5.91,0,4,1,0.35,0.7,6,placed_6m,284660
STU0368,Engineering,2,6.98,1,0,0,0.75,0.7,3,placed_3m,730536
STU0369,Engineering,3,9.47,3,0,1,0.75,0.45,3,placed_3m,808749
STU0370,Engineering,3,5.19,2,3,1,0.75,0.45,12,placed_12m,626998
STU0371,Engineering,3,6.04,1,4,1,0.75,0.45,12,placed_12m,638486
STU0372,Engineering,3,8.85,3,1,1,0.75,0.45,12,placed_12m,663893
STU0373,Data Science,2,9.24,0,3,1,0.85,0.7,6,placed_6m,1088881
STU0374,Engineering,3,7.09,0,4,1,0.75,0.45,12,placed_12m,608881
STU0375,MBA,2,5.84,1,0,1,0.7,0.7,12,placed_12m,778095
STU0376,Law,2,9.51,2,1,0,0.45,0.7,6,placed_6m,683702
STU0377,Engineering,3,8.95,0,3,0,0.75,0.45,6,placed_6m,663812
STU0378,Law,2,7.95,1,1,1,0.45,0.7,3,placed_3m,583025
STU0379,Engineering,3,6.31,2,4,1,0.75,0.45,6,placed_6m,565511
STU0380,Engineering,3,7.15,2,2,1,0.75,0.45,6,placed_6m,676764
STU0381,Data Science,3,7.02,2,1,1,0.85,0.45,6,placed_6m,952487
STU0382,Data Science,3,7.56,1,1,1,0.85,0.45,6,placed_6m,1030829
STU0383,Law,2,8.8,0,0,1,0.45,0.7,12,placed_12m,564358
STU0384,Nursing,2,8.17,1,4,0,0.6,0.7,12,placed_12m,461724
STU0385,Law,2,6.01,0,1,1,0.45,0.7,12,placed_12m,527084
STU0386,Engineering,2,8.71,3,4,0,0.75,0.7,6,placed_6m,868182
STU0387,Engineering,2,7.54,1,0,1,0.75,0.7,12,placed_12m,729199
STU0388,Nursing,3,7.96,1,4,0,0.6,0.45,3,placed_3m,386726
STU0389,Law,3,8.81,2,0,1,0.45,0.45,6,placed_6m,566817
STU0390,Arts,2,5.98,1,0,0,0.35,0.7,24,delayed,301451
STU0391,MBA,1,7.16,1,3,0,0.7,1.0,6,placed_6m,865856
STU0392,MBA,2,6.62,2,4,0,0.7,0.7,6,placed_6m,703100
STU0393,Nursing,1,5.48,2,2,1,0.6,1.0,3,placed_3m,491016
STU0394,MBA,3,7.58,2,3,1,0.7,0.45,12,placed_12m,913765
STU0395,Arts,2,9.96,0,0,1,0.35,0.7,6,placed_6m,368847
STU0396,Law,1,5.18,1,2,1,0.45,1.0,6,placed_6m,540521
STU0397,MBA,1,7.16,2,1,1,0.7,1.0,6,placed_6m,972454
STU0398,Nursing,2,7.9,0,1,1,0.6,0.7,6,placed_6m,424224
STU0399,Nursing,2,7.34,0,3,1,0.6,0.7,12,placed_12m,436299
STU0400,Engineering,2,7.08,3,2,0,0.75,0.7,6,placed_6m,694578
STU0401,Arts,1,5.77,0,4,0,0.35,1.0,12,placed_12m,345756
STU0402,Data Science,2,7.46,2,2,1,0.85,0.7,6,placed_6m,982215
STU0403,Law,2,6.37,1,3,1,0.45,0.7,12,placed_12m,607647
STU0404,MBA,3,4.79,1,4,1,0.7,0.45,12,placed_12m,743250
STU0405,Law,2,8.51,0,4,1,0.45,0.7,24,delayed,563272
STU0406,MBA,2,8.25,2,1,0,0.7,0.7,3,placed_3m,957366
STU0407,Engineering,2,7.26,1,2,1,0.75,0.7,6,placed_6m,739405
STU0408,Arts,3,7.45,1,4,1,0.35,0.45,6,placed_6m,347976
STU0409,Engineering,2,8.38,2,3,1,0.75,0.7,3,placed_3m,776733
STU0410,MBA,3,7.45,2,1,1,0.7,0.45,6,placed_6m,821437
STU0411,Arts,1,8.19,3,4,1,0.35,1.0,6,placed_6m,378467
STU0412,Arts,2,6.87,1,2,1,0.35,0.7,6,placed_6m,363948
STU0413,Data Science,1,8.64,1,1,0,0.85,1.0,6,placed_6m,1269726
STU0414,Data Science,2,7.55,3,2,0,0.85,0.7,6,placed_6m,1195059
STU0415,MBA,3,7.41,2,2,1,0.7,0.45,3,placed_3m,926058
STU0416,Engineering,2,5.8,1,2,1,0.75,0.7,3,placed_3m,697911
STU0417,MBA,1,7.52,0,1,0,0.7,1.0,12,placed_12m,970112
STU0418,Data Science,1,6.28,2,4,1,0.85,1.0,3,placed_3m,1069315
STU0419,Nursing,2,6.5,1,0,1,0.6,0.7,3,placed_3m,392756
STU0420,Nursing,1,6.3,2,4,1,0.6,1.0,3,placed_3m,467814
STU0421,Nursing,1,6.03,1,1,0,0.6,1.0,6,placed_6m,420577
STU0422,Engineering,3,9.54,0,0,1,0.75,0.45,6,placed_6m,671976
STU0423,MBA,2,8.66,2,0,1,0.7,0.7,6,placed_6m,914826
STU0424,Engineering,2,9.31,0,0,1,0.75,0.7,12,placed_12m,857667
STU0425,Data Science,3,5.85,1,3,1,0.85,0.45,6,placed_6m,958017
STU0426,MBA,1,7.28,1,1,0,0.7,1.0,3,placed_3m,952466
STU0427,Law,3,5.78,1,3,1,0.45,0.45,24,delayed,457200
STU0428,MBA,2,6.43,2,0,0,0.7,0.7,6,placed_6m,763802
STU0429,Engineering,3,6.19,2,3,0,0.75,0.45,12,placed_12m,615387
STU0430,Engineering,2,8.56,2,3,1,0.75,0.7,12,placed_12m,824939
STU0431,Nursing,3,6.76,0,1,1,0.6,0.45,6,placed_6m,415130
STU0432,Data Science,3,8.38,0,2,1,0.85,0.45,6,placed_6m,1074733
STU0433,Engineering,2,7.86,1,3,0,0.75,0.7,3,placed_3m,761637
STU0434,Engineering,3,9.73,3,3,1,0.75,0.45,3,placed_3m,763885
STU0435,Nursing,2,5.57,2,0,1,0.6,0.7,3,placed_3m,471232
STU0436,Engineering,2,8.59,2,0,1,0.75,0.7,3,placed_3m,737429
STU0437,Law,2,8.46,1,0,1,0.45,0.7,6,placed_6m,673193
STU0438,Nursing,2,6.13,1,4,1,0.6,0.7,6,placed_6m,438019
STU0439,Engineering,1,8.31,1,3,1,0.75,1.0,6,placed_6m,685861
STU0440,Engineering,2,7.57,0,0,0,0.75,0.7,12,placed_12m,650188
STU0441,Arts,2,6.95,0,1,0,0.35,0.7,6,placed_6m,275014
STU0442,MBA,3,6.29,3,4,0,0.7,0.45,6,placed_6m,926434
STU0443,MBA,3,6.41,0,2,1,0.7,0.45,24,delayed,756352
STU0444,Law,2,9.45,0,3,1,0.45,0.7,6,placed_6m,535986
STU0445,Arts,2,7.2,0,3,1,0.35,0.7,6,placed_6m,326927
STU0446,Arts,2,8.06,3,1,0,0.35,0.7,6,placed_6m,346512
STU0447,Nursing,1,6.33,1,2,0,0.6,1.0,6,placed_6m,406079
STU0448,MBA,1,6.34,2,2,0,0.7,1.0,3,placed_3m,1021321
STU0449,Engineering,2,8.39,3,4,0,0.75,0.7,3,placed_3m,787105
STU0450,Nursing,2,5.72,1,3,1,0.6,0.7,6,placed_6m,407790
STU0451,Data Science,3,6.74,2,0,1,0.85,0.45,12,placed_12m,978188
STU0452,MBA,2,7.24,0,1,1,0.7,0.7,3,placed_3m,768419
STU0453,Arts,2,7.32,0,1,1,0.35,0.7,24,delayed,280493
STU0454,Engineering,2,7.0,2,1,1,0.75,0.7,3,placed_3m,782015
STU0455,MBA,1,7.64,2,1,1,0.7,1.0,6,placed_6m,936019
STU0456,Engineering,2,7.96,1,0,0,0.75,0.7,6,placed_6m,726423
STU0457,MBA,2,8.01,1,0,1,0.7,0.7,6,placed_6m,785768
STU0458,Engineering,2,6.12,1,4,1,0.75,0.7,6,placed_6m,606700
STU0459,Engineering,2,6.89,0,3,1,0.75,0.7,12,placed_12m,694893
STU0460,Engineering,3,8.51,0,0,0,0.75,0.45,12,placed_12m,702557
STU0461,Data Science,3,8.18,0,4,0,0.85,0.45,12,placed_12m,1138028
STU0462,Nursing,2,5.69,1,2,0,0.6,0.7,3,placed_3m,459424
STU0463,Data Science,2,7.59,2,3,1,0.85,0.7,6,placed_6m,1084537
STU0464,Arts,2,5.02,1,0,1,0.35,0.7,24,delayed,297462
STU0465,MBA,2,7.25,0,2,1,0.7,0.7,6,placed_6m,836064
STU0466,Engineering,2,9.29,1,4,1,0.75,0.7,6,placed_6m,863757
STU0467,Law,1,6.16,2,0,0,0.45,1.0,6,placed_6m,651976
STU0468,Engineering,2,6.28,0,0,1,0.75,0.7,6,placed_6m,663112
STU0469,Arts,2,8.04,0,2,1,0.35,0.7,24,delayed,324254
STU0470,Engineering,2,5.5,1,0,1,0.75,0.7,6,placed_6m,720940
STU0471,Arts,3,6.5,2,1,1,0.35,0.45,3,placed_3m,328154
STU0472,Engineering,3,7.86,1,0,0,0.75,0.45,24,delayed,744496
STU0473,Law,3,6.5,2,3,0,0.45,0.45,3,placed_3m,475019
STU0474,Data Science,2,6.94,3,2,1,0.85,0.7,6,placed_6m,1135277
STU0475,Arts,3,8.02,2,3,1,0.35,0.45,12,placed_12m,319581
STU0476,Engineering,1,7.66,2,4,1,0.75,1.0,3,placed_3m,860467
STU0477,Data Science,3,7.49,1,3,1,0.85,0.45,6,placed_6m,1133298
STU0478,Arts,1,6.83,0,1,1,0.35,1.0,12,placed_12m,327313
STU0479,Data Science,3,7.61,3,1,1,0.85,0.45,3,placed_3m,1203258
STU0480,Data Science,2,7.06,1,3,1,0.85,0.7,3,placed_3m,1181634
STU0481,Data Science,3,7.7,0,4,1,0.85,0.45,24,delayed,973018
STU0482,MBA,3,6.65,2,0,0,0.7,0.45,3,placed_3m,998130
STU0483,Data Science,1,7.0,1,1,1,0.85,1.0,6,placed_6m,1096456
STU0484,Data Science,2,6.11,1,3,1,0.85,0.7,12,placed_12m,978051
STU0485,Arts,3,7.16,1,3,1,0.35,0.45,6,placed_6m,332689
STU0486,Engineering,2,6.31,1,3,1,0.75,0.7,12,placed_12m,651255
STU0487,Engineering,3,5.97,2,0,1,0.75,0.45,3,placed_3m,663582
STU0488,Arts,2,7.48,1,2,1,0.35,0.7,12,placed_12m,359888
STU0489,Law,2,7.43,1,4,0,0.45,0.7,12,placed_12m,585785
STU0490,MBA,2,8.06,1,2,1,0.7,0.7,6,placed_6m,808717
STU0491,Data Science,2,6.73,2,4,1,0.85,0.7,3,placed_3m,1094481
STU0492,Engineering,3,7.65,2,4,1,0.75,0.45,6,placed_6m,672543
STU0493,Engineering,2,7.81,1,3,0,0.75,0.7,3,placed_3m,765959
STU0494,MBA,2,7.69,2,1,0,0.7,0.7,12,placed_12m,953868
STU0495,MBA,2,6.29,0,3,0,0.7,0.7,24,delayed,879225
STU0496,Data Science,2,7.36,3,0,1,0.85,0.7,3,placed_3m,1192110
STU0497,Engineering,3,7.6,1,4,0,0.75,0.45,6,placed_6m,736848
STU0498,Arts,3,7.21,2,1,1,0.35,0.45,6,placed_6m,308289
STU0499,Arts,2,4.9,0,4,0,0.35,0.7,12,placed_12m,300877
STU0500,Data Science,3,7.38,0,4,0,0.85,0.45,12,placed_12m,1117172
STU0501,Data Science,3,9.63,1,3,0,0.85,0.45,6,placed_6m,1068687
STU0502,MBA,2,6.8,2,1,0,0.7,0.7,3,placed_3m,1000945
STU0503,Law,3,6.4,1,1,1,0.45,0.45,24,delayed,499670
STU0504,Data Science,2,7.61,3,4,1,0.85,0.7,3,placed_3m,1076513
STU0505,Engineering,1,7.54,1,1,1,0.75,1.0,6,placed_6m,763026
STU0506,Arts,3,8.51,1,1,0,0.35,0.45,6,placed_6m,348237
STU0507,Law,2,5.82,0,3,0,0.45,0.7,12,placed_12m,564378
STU0508,Arts,3,8.0,2,2,1,0.35,0.45,12,placed_12m,309386
STU0509,Nursing,3,7.85,0,0,1,0.6,0.45,3,placed_3m,441174
STU0510,Data Science,1,7.04,3,2,0,0.85,1.0,6,placed_6m,1111353
STU0511,MBA,3,7.57,3,1,1,0.7,0.45,12,placed_12m,805885
STU0512,Arts,2,8.33,3,4,1,0.35,0.7,6,placed_6m,341549
STU0513,Law,2,8.16,1,0,0,0.45,0.7,24,delayed,560619
STU0514,Engineering,2,5.94,2,0,1,0.75,0.7,6,placed_6m,709816
STU0515,Engineering,3,8.1,2,4,0,0.75,0.45,6,placed_6m,774871
STU0516,MBA,1,7.13,0,0,1,0.7,1.0,24,delayed,778939
STU0517,Law,2,7.28,2,4,0,0.45,0.7,3,placed_3m,621290
STU0518,Arts,3,7.28,0,0,1,0.35,0.45,12,placed_12m,275769
STU0519,Engineering,3,7.03,1,2,0,0.75,0.45,12,placed_12m,690238
STU0520,Data Science,3,8.51,0,0,1,0.85,0.45,12,placed_12m,981652
STU0521,MBA,1,7.11,0,3,0,0.7,1.0,6,placed_6m,831591
STU0522,Arts,2,5.97,1,4,1,0.35,0.7,24,delayed,318004
STU0523,Law,2,6.77,1,0,1,0.45,0.7,6,placed_6m,551117
STU0524,Law,3,7.4,2,4,1,0.45,0.45,6,placed_6m,569358
STU0525,MBA,2,8.55,0,3,1,0.7,0.7,6,placed_6m,770630
STU0526,MBA,2,7.86,1,0,1,0.7,0.7,12,placed_12m,950420
STU0527,Engineering,3,6.26,0,0,0,0.75,0.45,24,delayed,641335
STU0528,Engineering,1,9.93,1,3,0,0.75,1.0,6,placed_6m,820773
STU0529,Law,3,7.49,2,3,1,0.45,0.45,6,placed_6m,523261
STU0530,Law,3,8.6,1,3,0,0.45,0.45,6,placed_6m,643864
STU0531,Arts,3,7.03,2,4,1,0.35,0.45,6,placed_6m,305905
STU0532,Arts,2,7.79,1,3,0,0.35,0.7,6,placed_6m,325891
STU0533,Data Science,1,8.12,2,4,1,0.85,1.0,12,placed_12m,1334520
STU0534,Nursing,3,8.54,1,2,1,0.6,0.45,3,placed_3m,432361
STU0535,Arts,3,8.36,1,0,1,0.35,0.45,3,placed_3m,348492
STU0536,Law,3,8.16,2,0,1,0.45,0.45,6,placed_6m,623552
STU0537,Engineering,1,6.85,0,1,0,0.75,1.0,6,placed_6m,726830
STU0538,MBA,3,6.57,2,2,1,0.7,0.45,12,placed_12m,849585
STU0539,Engineering,3,7.57,2,3,0,0.75,0.45,3,placed_3m,725292
STU0540,Arts,3,8.23,1,3,1,0.35,0.45,12,placed_12m,330794
STU0541,Data Science,3,6.96,0,2,1,0.85,0.45,24,delayed,930237
STU0542,Engineering,3,8.37,0,3,1,0.75,0.45,6,placed_6m,760192
STU0543,Data Science,2,8.8,3,1,0,0.85,0.7,3,placed_3m,1096767
STU0544,Data Science,1,6.19,2,4,0,0.85,1.0,6,placed_6m,1165937
STU0545,MBA,2,6.28,0,0,0,0.7,0.7,12,placed_12m,858567
STU0546,Engineering,1,7.05,1,2,0,0.75,1.0,3,placed_3m,771140
STU0547,Data Science,2,7.54,1,0,0,0.85,0.7,12,placed_12m,1138149
STU0548,Data Science,2,6.62,2,4,1,0.85,0.7,3,placed_3m,1056741
STU0549,Nursing,1,8.69,0,2,0,0.6,1.0,3,placed_3m,428869
STU0550,Data Science,2,7.67,0,4,1,0.85,0.7,3,placed_3m,1045161
STU0551,Law,1,7.24,3,3,1,0.45,1.0,6,placed_6m,610187
STU0552,Data Science,3,5.62,0,3,1,0.85,0.45,24,delayed,821228
STU0553,Data Science,3,5.75,0,3,0,0.85,0.45,12,placed_12m,812912
STU0554,Law,1,7.51,3,4,0,0.45,1.0,6,placed_6m,637383
STU0555,MBA,3,4.85,2,4,1,0.7,0.45,12,placed_12m,732483
STU0556,Engineering,2,8.31,1,4,0,0.75,0.7,3,placed_3m,625543
STU0557,Engineering,2,7.03,0,0,1,0.75,0.7,12,placed_12m,703391
STU0558,Nursing,1,10.0,0,4,0,0.6,1.0,6,placed_6m,575747
STU0559,Data Science,2,9.74,0,3,1,0.85,0.7,24,delayed,1147890
STU0560,Nursing,3,7.0,3,1,1,0.6,0.45,6,placed_6m,441288
STU0561,Engineering,3,7.08,1,4,1,0.75,0.45,12,placed_12m,658863
STU0562,Engineering,1,8.3,2,1,0,0.75,1.0,6,placed_6m,771146
STU0563,Engineering,1,9.07,3,3,0,0.75,1.0,6,placed_6m,839026
STU0564,MBA,2,5.4,1,4,1,0.7,0.7,6,placed_6m,808335
STU0565,Data Science,2,5.23,0,0,1,0.85,0.7,12,placed_12m,863518
STU0566,MBA,2,6.52,1,0,0,0.7,0.7,12,placed_12m,944064
STU0567,MBA,2,7.84,3,1,0,0.7,0.7,3,placed_3m,867621
STU0568,Arts,3,7.75,2,0,0,0.35,0.45,3,placed_3m,348659
STU0569,MBA,3,8.38,0,0,1,0.7,0.45,6,placed_6m,853681
STU0570,Data Science,2,5.88,2,0,0,0.85,0.7,3,placed_3m,1166849
STU0571,Nursing,3,4.65,1,3,1,0.6,0.45,12,placed_12m,383121
STU0572,MBA,2,8.14,3,0,1,0.7,0.7,3,placed_3m,946611
STU0573,Data Science,2,6.29,0,2,1,0.85,0.7,12,placed_12m,953669
STU0574,Law,2,4.98,1,4,1,0.45,0.7,12,placed_12m,525254
STU0575,Arts,2,7.36,2,0,1,0.35,0.7,6,placed_6m,313802
STU0576,Engineering,3,8.07,1,0,1,0.75,0.45,3,placed_3m,665615
STU0577,Arts,2,7.07,1,0,0,0.35,0.7,6,placed_6m,285970
STU0578,MBA,2,6.7,0,2,1,0.7,0.7,6,placed_6m,778860
STU0579,Engineering,2,7.02,1,0,1,0.75,0.7,3,placed_3m,705498
STU0580,MBA,1,6.79,1,0,1,0.7,1.0,12,placed_12m,916473
STU0581,Arts,3,5.72,3,4,1,0.35,0.45,12,placed_12m,263903
STU0582,MBA,2,6.41,1,2,0,0.7,0.7,6,placed_6m,840411
STU0583,MBA,2,7.77,1,2,1,0.7,0.7,6,placed_6m,933432
STU0584,Data Science,2,7.55,2,0,0,0.85,0.7,6,placed_6m,1087943
STU0585,Engineering,2,7.38,0,2,1,0.75,0.7,6,placed_6m,657624
STU0586,Engineering,1,6.11,1,1,0,0.75,1.0,12,placed_12m,678376
STU0587,Engineering,3,7.0,2,2,1,0.75,0.45,3,placed_3m,664303
STU0588,Engineering,2,4.81,2,2,0,0.75,0.7,6,placed_6m,620093
STU0589,Engineering,3,7.4,2,2,1,0.75,0.45,6,placed_6m,706733
STU0590,Engineering,3,8.77,2,3,1,0.75,0.45,3,placed_3m,854171
STU0591,Data Science,3,5.58,0,3,0,0.85,0.45,12,placed_12m,840984
STU0592,Engineering,2,6.56,3,3,1,0.75,0.7,3,placed_3m,711643
STU0593,MBA,2,7.56,0,2,1,0.7,0.7,24,delayed,835473
STU0594,Law,1,8.58,2,1,1,0.45,1.0,3,placed_3m,642167
STU0595,MBA,3,6.71,1,2,0,0.7,0.45,24,delayed,859904
STU0596,Data Science,2,6.44,3,0,1,0.85,0.7,6,placed_6m,908779
STU0597,Engineering,2,5.03,2,1,1,0.75,0.7,6,placed_6m,632034
STU0598,Engineering,2,7.31,2,3,1,0.75,0.7,6,placed_6m,765192
STU0599,Engineering,1,9.45,0,4,1,0.75,1.0,6,placed_6m,771771
STU0600,Engineering,2,7.51,1,1,1,0.75,0.7,12,placed_12m,664752
STU0601,Engineering,1,7.18,2,3,0,0.75,1.0,3,placed_3m,782671
STU0602,Engineering,3,7.55,2,1,0,0.75,0.45,12,placed_12m,739133
STU0603,Engineering,2,7.19,0,1,0,0.75,0.7,12,placed_12m,684744
STU0604,Engineering,1,6.31,3,2,0,0.75,1.0,6,placed_6m,713211
STU0605,MBA,2,8.11,3,0,1,0.7,0.7,3,placed_3m,994144
STU0606,Engineering,1,7.45,1,4,1,0.75,1.0,3,placed_3m,730401
STU0607,MBA,2,7.22,2,3,0,0.7,0.7,12,placed_12m,939187
STU0608,Data Science,3,6.13,1,1,1,0.85,0.45,6,placed_6m,1067264
STU0609,Data Science,1,8.63,1,4,1,0.85,1.0,6,placed_6m,984672
STU0610,Engineering,3,7.93,1,1,1,0.75,0.45,12,placed_12m,692266
STU0611,Nursing,1,6.59,1,0,1,0.6,1.0,12,placed_12m,398644
STU0612,Data Science,2,8.3,2,4,1,0.85,0.7,3,placed_3m,1314774
STU0613,Engineering,3,6.65,1,3,0,0.75,0.45,12,placed_12m,626110
STU0614,Law,2,6.34,2,1,0,0.45,0.7,3,placed_3m,613558
STU0615,Arts,1,6.36,2,0,0,0.35,1.0,6,placed_6m,341476
STU0616,Engineering,2,5.25,2,4,1,0.75,0.7,6,placed_6m,625506
STU0617,Engineering,2,7.72,0,1,0,0.75,0.7,6,placed_6m,653802
STU0618,Law,3,5.19,2,1,1,0.45,0.45,24,delayed,571404
STU0619,Nursing,2,5.85,1,3,0,0.6,0.7,24,delayed,434052
STU0620,Engineering,3,4.92,1,0,1,0.75,0.45,12,placed_12m,689797
STU0621,Engineering,3,7.11,0,2,0,0.75,0.45,24,delayed,629821
STU0622,MBA,2,7.03,1,1,0,0.7,0.7,12,placed_12m,879824
STU0623,MBA,3,6.84,3,4,0,0.7,0.45,12,placed_12m,851742
STU0624,Data Science,2,6.05,1,3,1,0.85,0.7,6,placed_6m,981472
STU0625,MBA,3,5.91,2,3,0,0.7,0.45,6,placed_6m,754757
STU0626,MBA,1,7.71,0,1,1,0.7,1.0,12,placed_12m,912945
STU0627,Nursing,3,6.59,1,1,0,0.6,0.45,24,delayed,376167
STU0628,Engineering,2,7.55,3,1,0,0.75,0.7,6,placed_6m,774151
STU0629,Engineering,2,6.23,2,2,1,0.75,0.7,6,placed_6m,701447
STU0630,Nursing,2,7.4,0,1,0,0.6,0.7,12,placed_12m,440029
STU0631,Law,3,8.63,1,0,1,0.45,0.45,12,placed_12m,657012
STU0632,Data Science,1,7.84,0,4,1,0.85,1.0,3,placed_3m,1109674
STU0633,Data Science,1,6.75,1,1,0,0.85,1.0,6,placed_6m,1141819
STU0634,Engineering,3,7.48,2,2,0,0.75,0.45,6,placed_6m,799460
STU0635,MBA,3,6.94,2,4,0,0.7,0.45,3,placed_3m,938782
STU0636,Data Science,3,7.21,0,3,1,0.85,0.45,3,placed_3m,1067793
STU0637,Engineering,3,6.84,3,1,1,0.75,0.45,6,placed_6m,687033
STU0638,Engineering,3,7.02,1,4,1,0.75,0.45,24,delayed,655599
STU0639,MBA,3,7.43,1,3,1,0.7,0.45,12,placed_12m,760902
STU0640,Engineering,2,6.11,1,2,0,0.75,0.7,12,placed_12m,686167
STU0641,MBA,1,6.08,2,0,1,0.7,1.0,3,placed_3m,927375
STU0642,Engineering,3,5.67,1,1,1,0.75,0.45,6,placed_6m,627800
STU0643,MBA,2,5.44,1,0,1,0.7,0.7,12,placed_12m,864370
STU0644,Engineering,1,5.86,1,2,1,0.75,1.0,12,placed_12m,632856
STU0645,Law,2,7.38,0,4,1,0.45,0.7,12,placed_12m,632279
STU0646,Data Science,3,6.22,2,4,0,0.85,0.45,6,placed_6m,1059484
STU0647,Data Science,2,7.76,1,2,1,0.85,0.7,6,placed_6m,1074088
STU0648,Nursing,2,7.24,0,2,1,0.6,0.7,6,placed_6m,428454
STU0649,MBA,2,5.03,2,1,0,0.7,0.7,3,placed_3m,855448
STU0650,Engineering,2,7.92,3,3,1,0.75,0.7,3,placed_3m,840865
STU0651,Data Science,2,8.09,3,0,0,0.85,0.7,3,placed_3m,1166825
STU0652,Data Science,2,6.11,1,0,1,0.85,0.7,6,placed_6m,1014924
STU0653,Nursing,1,7.66,0,4,1,0.6,1.0,6,placed_6m,464382
STU0654,MBA,3,6.26,1,4,0,0.7,0.45,6,placed_6m,912215
STU0655,Engineering,2,7.31,0,1,1,0.75,0.7,12,placed_12m,660516
STU0656,Engineering,3,5.81,3,2,1,0.75,0.45,6,placed_6m,669355
STU0657,MBA,3,5.23,0,0,1,0.7,0.45,12,placed_12m,820090
STU0658,Data Science,2,6.78,1,1,0,0.85,0.7,6,placed_6m,1045385
STU0659,Data Science,3,7.06,1,4,0,0.85,0.45,6,placed_6m,1084493
STU0660,MBA,2,6.76,1,4,0,0.7,0.7,12,placed_12m,797668
STU0661,Arts,3,5.9,2,0,0,0.35,0.45,12,placed_12m,296834
STU0662,Data Science,2,6.76,1,4,1,0.85,0.7,6,placed_6m,1140834
STU0663,Engineering,3,7.5,0,4,1,0.75,0.45,12,placed_12m,621422
STU0664,Engineering,2,7.15,1,3,1,0.75,0.7,12,placed_12m,686256
STU0665,Engineering,2,7.4,1,2,1,0.75,0.7,3,placed_3m,724593
STU0666,Engineering,1,6.46,0,4,1,0.75,1.0,6,placed_6m,648906
STU0667,Engineering,3,8.49,2,3,1,0.75,0.45,12,placed_12m,703803
STU0668,Engineering,3,5.91,1,1,1,0.75,0.45,24,delayed,616592
STU0669,Engineering,2,7.74,2,4,1,0.75,0.7,3,placed_3m,744580
STU0670,Engineering,2,8.5,3,1,1,0.75,0.7,6,placed_6m,842959
STU0671,Law,2,7.73,3,4,0,0.45,0.7,3,placed_3m,696758
STU0672,Engineering,3,6.98,3,0,0,0.75,0.45,12,placed_12m,657224
STU0673,Data Science,1,6.62,0,3,1,0.85,1.0,6,placed_6m,1059610
STU0674,MBA,3,8.34,0,3,1,0.7,0.45,12,placed_12m,889443
STU0675,Arts,2,5.63,1,0,1,0.35,0.7,3,placed_3m,341635
STU0676,Engineering,2,6.13,3,2,1,0.75,0.7,12,placed_12m,737473
STU0677,MBA,1,6.76,3,3,0,0.7,1.0,6,placed_6m,974180
STU0678,Arts,1,8.56,2,1,1,0.35,1.0,12,placed_12m,384457
STU0679,Law,2,7.62,0,3,0,0.45,0.7,6,placed_6m,606144
STU0680,Law,2,6.14,3,2,1,0.45,0.7,6,placed_6m,555020
STU0681,Engineering,3,6.86,1,1,1,0.75,0.45,24,delayed,649014
STU0682,Engineering,1,6.52,0,1,0,0.75,1.0,12,placed_12m,760767
STU0683,Data Science,2,6.42,1,0,1,0.85,0.7,6,placed_6m,1003685
STU0684,Arts,2,8.28,0,4,1,0.35,0.7,24,delayed,325974
STU0685,Data Science,1,5.69,1,0,0,0.85,1.0,12,placed_12m,1011137
