student_id,course,institute_tier,cgpa,internships,certifications,job_portal_active,industry_demand,institute_score,placement_months,placement_label,starting_salary,employability_score,engagement_score,course_enc,label_enc
STU0236,Engineering,3,9.37,2,3,1,0.75,0.45,12,placed_12m,702234,0.7271166666666666,0.84,2,2
STU0237,Engineering,1,5.68,2,0,0,0.75,1.0,6,placed_6m,662014,0.6779666666666666,0.0,2,1
STU0238,Data Science,1,7.76,3,4,1,0.85,1.0,3,placed_3m,1168797,0.8891,0.92,1,0
STU0239,Engineering,2,8.84,2,1,1,0.75,0.7,6,placed_6m,770356,0.7385666666666666,0.6799999999999999,2,1
STU0240,Arts,3,9.7,2,3,0,0.35,0.45,6,placed_6m,343410,0.6786666666666666,0.24,0,1
STU0241,Arts,1,6.76,1,0,0,0.35,1.0,6,placed_6m,361716,0.5724333333333333,0.0,0,1
STU0242,Arts,2,7.74,2,3,1,0.35,0.7,6,placed_6m,352516,0.6600666666666667,0.84,0,1
STU0243,MBA,3,7.83,1,3,1,0.7,0.45,3,placed_3m,893180,0.5823833333333334,0.84,4,0
STU0244,Engineering,3,7.42,1,3,1,0.75,0.45,24,delayed,595657,0.5755333333333333,0.84,2,3
STU0245,Arts,2,7.09,1,2,0,0.35,0.7,12,placed_12m,348958,0.5439833333333333,0.16000000000000003,0,2
STU0246,MBA,1,7.68,1,0,1,0.7,1.0,12,placed_12m,762523,0.6571333333333333,0.6,4,2
STU0247,Arts,3,4.41,1,0,1,0.35,0.45,24,delayed,283019,0.3801833333333333,0.6,0,3
STU0248,Arts,2,7.95,3,3,0,0.35,0.7,6,placed_6m,377932,0.75075,0.24,0,1
STU0249,Law,1,7.34,1,1,1,0.45,1.0,6,placed_6m,601590,0.6177333333333334,0.6799999999999999,3,1
STU0250,Engineering,1,6.96,0,3,1,0.75,1.0,12,placed_12m,764758,0.5861000000000001,0.84,2,2
STU0251,MBA,3,9.45,1,2,0,0.7,0.45,6,placed_6m,921272,0.6290833333333333,0.16000000000000003,4,1
STU0252,Law,3,6.46,0,4,1,0.45,0.45,24,delayed,508936,0.4236,0.92,3,3
STU0253,MBA,3,6.76,0,2,1,0.7,0.45,24,delayed,791244,0.45159999999999995,0.76,4,3
STU0254,Engineering,3,9.39,0,1,0,0.75,0.45,6,placed_6m,871176,0.54115,0.08000000000000002,2,1
STU0255,Data Science,2,6.28,1,3,1,0.85,0.7,3,placed_3m,1114987,0.6006333333333334,0.84,1,0
STU0256,Arts,2,6.59,1,0,0,0.35,0.7,6,placed_6m,335066,0.5064833333333333,0.0,0,1
STU0257,Data Science,2,7.04,2,3,1,0.85,0.7,6,placed_6m,1010750,0.7105666666666666,0.84,1,1
STU0258,Data Science,2,8.12,2,1,0,0.85,0.7,3,placed_3m,1141329,0.7283666666666666,0.08000000000000002,1,0
STU0259,Engineering,2,7.43,1,0,0,0.75,0.7,6,placed_6m,670327,0.5958833333333333,0.0,2,1
STU0260,Data Science,3,5.78,1,2,1,0.85,0.45,6,placed_6m,1003957,0.5231333333333335,0.76,1,1
STU0261,Arts,2,6.61,1,4,1,0.35,0.7,12,placed_12m,319284,0.5471833333333334,0.92,0,2
STU0262,Engineering,3,6.53,2,4,1,0.75,0.45,3,placed_3m,622230,0.6377166666666667,0.92,2,0
STU0263,Data Science,2,7.12,0,3,0,0.85,0.7,12,placed_12m,1014518,0.5467,0.24,1,2
STU0264,Law,2,7.67,0,2,0,0.45,0.7,12,placed_12m,540234,0.49595,0.16000000000000003,3,2
STU0265,Nursing,2,7.66,2,1,1,0.6,0.7,6,placed_6m,470920,0.6747666666666666,0.6799999999999999,5,1
STU0266,Data Science,2,5.25,1,4,1,0.85,0.7,6,placed_6m,903983,0.5745833333333334,0.92,1,1
STU0267,Nursing,3,8.37,0,2,0,0.6,0.45,12,placed_12m,431571,0.49295,0.16000000000000003,5,2
STU0268,MBA,2,7.48,0,3,1,0.7,0.7,3,placed_3m,913259,0.5367999999999999,0.84,4,0
STU0269,Engineering,2,8.72,3,0,1,0.75,0.7,3,placed_3m,789393,0.8077000000000001,0.6,2,0
STU0270,Law,1,7.69,2,3,1,0.45,1.0,3,placed_3m,631788,0.7333166666666667,0.84,3,0
STU0271,Law,2,8.41,2,3,1,0.45,0.7,12,placed_12m,634250,0.6985166666666667,0.84,3,2
STU0272,Law,2,7.71,1,2,0,0.45,0.7,6,placed_6m,626133,0.5806833333333333,0.16000000000000003,3,1
STU0273,Arts,3,8.68,1,4,1,0.35,0.45,12,placed_12m,306264,0.5696333333333333,0.92,0,2
STU0274,Data Science,3,7.77,3,2,0,0.85,0.45,6,placed_6m,1113368,0.75945,0.16000000000000003,1,1
STU0275,Data Science,2,7.09,3,0,1,0.85,0.7,6,placed_6m,1203766,0.7656499999999999,0.6,1,1
STU0276,Nursing,3,9.7,0,2,1,0.6,0.45,12,placed_12m,473433,0.5395,0.76,5,2
STU0277,Data Science,2,8.18,2,1,1,0.85,0.7,3,placed_3m,1137540,0.7304666666666666,0.6799999999999999,1,0
STU0278,Nursing,2,7.83,0,3,1,0.6,0.7,12,placed_12m,458939,0.53405,0.84,5,2
STU0279,Nursing,1,5.8,0,4,1,0.6,1.0,12,placed_12m,437381,0.533,0.92,5,2
STU0280,Law,2,5.78,2,0,1,0.45,0.7,6,placed_6m,596798,0.5764666666666667,0.6,3,1
STU0281,MBA,2,7.52,1,3,1,0.7,0.7,3,placed_3m,773451,0.6215333333333333,0.84,4,0
STU0282,MBA,2,7.36,3,2,1,0.7,0.7,6,placed_6m,840920,0.7726000000000001,0.76,4,1
STU0283,Engineering,1,6.52,0,1,1,0.75,1.0,12,placed_12m,738965,0.5507,0.6799999999999999,2,2
STU0284,Data Science,1,7.36,1,2,0,0.85,1.0,6,placed_6m,1006348,0.6884333333333332,0.16000000000000003,1,1
STU0285,Engineering,2,8.95,3,3,0,0.75,0.7,3,placed_3m,817948,0.84575,0.24,2,0
STU0286,MBA,3,7.96,3,0,0,0.7,0.45,3,placed_3m,902874,0.7235999999999999,0.0,4,0
STU0287,Data Science,2,5.94,0,4,1,0.85,0.7,6,placed_6m,895544,0.5154,0.92,1,1
STU0288,Engineering,2,7.08,1,3,1,0.75,0.7,3,placed_3m,719353,0.6136333333333333,0.84,2,0
STU0289,Data Science,1,6.31,2,0,1,0.85,1.0,12,placed_12m,1101128,0.7150166666666666,0.6,1,2
STU0290,Engineering,2,6.77,0,3,1,0.75,0.7,12,placed_12m,763502,0.51945,0.84,2,2
STU0291,Engineering,2,6.75,3,1,1,0.75,0.7,3,placed_3m,702609,0.74875,0.6799999999999999,2,0
STU0292,Law,2,6.67,3,2,0,0.45,0.7,6,placed_6m,663219,0.71095,0.16000000000000003,3,1
STU0293,MBA,2,5.82,0,4,0,0.7,0.7,6,placed_6m,822496,0.4887,0.32000000000000006,4,1
STU0294,Engineering,1,7.06,0,0,1,0.75,1.0,12,placed_12m,675058,0.5595999999999999,0.6,2,2
STU0295,Data Science,1,6.58,0,4,0,0.85,1.0,12,placed_12m,1096295,0.5978000000000001,0.32000000000000006,1,2
STU0296,Nursing,2,4.0,3,4,1,0.6,0.7,3,placed_3m,429023,0.66,0.92,5,0
STU0297,Engineering,1,9.46,0,4,1,0.75,1.0,3,placed_3m,791718,0.6836,0.92,2,0
STU0298,Data Science,1,8.4,1,0,1,0.85,1.0,3,placed_3m,1186442,0.7048333333333332,0.6,1,0
STU0299,Engineering,2,6.79,1,0,1,0.75,0.7,3,placed_3m,665176,0.5734833333333333,0.6,2,0
STU0300,Engineering,3,7.22,1,4,1,0.75,0.45,24,delayed,610983,0.5785333333333333,0.92,2,3
STU0301,Data Science,2,5.91,0,2,0,0.85,0.7,24,delayed,986682,0.49435,0.16000000000000003,1,3
STU0302,Data Science,2,9.07,0,3,1,0.85,0.7,6,placed_6m,1091564,0.6149500000000001,0.84,1,1
STU0303,Data Science,2,9.29,3,4,1,0.85,0.7,3,placed_3m,1207524,0.8826499999999999,0.92,1,0
STU0304,Nursing,3,7.37,3,1,0,0.6,0.45,6,placed_6m,463031,0.6979499999999998,0.08000000000000002,5,1
STU0305,Arts,2,8.33,2,4,0,0.35,0.7,3,placed_3m,360621,0.6907166666666666,0.32000000000000006,0,0
STU0306,Data Science,1,7.39,0,0,1,0.85,1.0,6,placed_6m,983515,0.58615,0.6,1,1
STU0307,MBA,2,5.73,1,3,0,0.7,0.7,6,placed_6m,900160,0.5588833333333333,0.24,4,1
STU0308,Nursing,1,6.75,2,1,0,0.6,1.0,3,placed_3m,477835,0.7029166666666666,0.08000000000000002,5,0
STU0309,Engineering,2,7.35,1,3,1,0.75,0.7,6,placed_6m,697126,0.6230833333333332,0.84,2,1
STU0310,MBA,2,6.7,3,3,1,0.7,0.7,3,placed_3m,939913,0.7595,0.84,4,0
STU0311,Engineering,3,6.96,2,1,0,0.75,0.45,3,placed_3m,700388,0.6227666666666667,0.08000000000000002,2,0
STU0312,Engineering,2,7.1,0,4,0,0.75,0.7,6,placed_6m,716302,0.5409999999999999,0.32000000000000006,2,1
STU0313,Arts,3,7.11,3,4,1,0.35,0.45,12,placed_12m,339805,0.68135,0.92,0,2
STU0314,Law,3,7.26,3,4,0,0.45,0.45,12,placed_12m,617650,0.7016,0.32000000000000006,3,2
STU0315,Data Science,1,6.03,0,2,1,0.85,1.0,6,placed_6m,1122521,0.5585500000000001,0.76,1,1
STU0316,MBA,2,6.41,1,4,1,0.7,0.7,6,placed_6m,901565,0.5926833333333333,0.92,4,1
STU0317,Engineering,2,5.79,1,1,0,0.75,0.7,6,placed_6m,652405,0.5484833333333332,0.08000000000000002,2,1
STU0318,Engineering,2,8.28,1,2,0,0.75,0.7,6,placed_6m,680868,0.6456333333333333,0.16000000000000003,2,1
STU0319,Engineering,2,4.88,0,4,0,0.75,0.7,12,placed_12m,685567,0.46329999999999993,0.32000000000000006,2,2
STU0320,Data Science,3,8.47,1,2,0,0.85,0.45,24,delayed,1014986,0.6172833333333334,0.16000000000000003,1,3
STU0321,Nursing,3,8.72,3,1,0,0.6,0.45,12,placed_12m,461092,0.7452,0.08000000000000002,5,2
STU0322,Data Science,2,6.87,1,4,1,0.85,0.7,3,placed_3m,919372,0.6312833333333334,0.92,1,0
STU0323,Engineering,2,4.34,0,0,0,0.75,0.7,12,placed_12m,605343,0.4043999999999999,0.0,2,2
STU0324,Arts,3,6.8,2,1,1,0.35,0.45,12,placed_12m,317437,0.5571666666666667,0.6799999999999999,0,2
STU0325,Nursing,3,7.13,1,3,1,0.6,0.45,24,delayed,364265,0.5428833333333334,0.84,5,3
STU0326,Data Science,3,6.09,2,3,0,0.85,0.45,3,placed_3m,1026986,0.6273166666666667,0.24,1,0
STU0327,Data Science,1,6.63,1,1,0,0.85,1.0,12,placed_12m,1035126,0.6528833333333333,0.08000000000000002,1,2
STU0328,MBA,2,8.88,0,3,0,0.7,0.7,6,placed_6m,1077664,0.5858,0.24,4,1
STU0329,Engineering,1,7.93,0,1,0,0.75,1.0,12,placed_12m,705613,0.60005,0.08000000000000002,2,2
STU0330,MBA,2,6.18,2,0,1,0.7,0.7,6,placed_6m,838875,0.6279666666666667,0.6,4,1
STU0331,Nursing,1,5.44,1,1,0,0.6,1.0,12,placed_12m,402983,0.5737333333333333,0.08000000000000002,5,2
STU0332,Engineering,2,6.84,2,4,1,0.75,0.7,6,placed_6m,773046,0.6985666666666666,0.92,2,1
STU0333,Engineering,3,6.97,0,4,1,0.75,0.45,6,placed_6m,627562,0.48644999999999994,0.92,2,1
STU0334,Engineering,1,7.75,1,2,1,0.75,1.0,12,placed_12m,712578,0.6870833333333333,0.76,2,2
STU0335,Engineering,2,6.61,1,3,1,0.75,0.7,12,placed_12m,711268,0.5971833333333334,0.84,2,2
STU0336,Law,2,7.76,3,3,1,0.45,0.7,3,placed_3m,580727,0.7591000000000001,0.84,3,0
STU0337,Nursing,2,9.33,3,1,0,0.6,0.7,3,placed_3m,532073,0.81655,0.08000000000000002,5,0
STU0338,MBA,1,8.1,0,3,0,0.7,1.0,6,placed_6m,1038648,0.6185,0.24,4,1
STU0339,Engineering,2,7.15,1,4,1,0.75,0.7,24,delayed,705610,0.6260833333333333,0.92,2,3
STU0340,MBA,3,7.0,0,0,0,0.7,0.45,6,placed_6m,846343,0.43999999999999995,0.0,4,1
STU0341,MBA,1,6.81,1,1,1,0.7,1.0,6,placed_6m,960615,0.6366833333333333,0.6799999999999999,4,1
STU0342,Engineering,1,8.5,1,3,1,0.75,1.0,3,placed_3m,863277,0.7233333333333334,0.84,2,0
STU0343,MBA,2,6.51,3,4,1,0.7,0.7,3,placed_3m,979529,0.76285,0.92,4,0
STU0344,MBA,3,7.25,3,2,1,0.7,0.45,6,placed_6m,918870,0.7187499999999999,0.76,4,1
STU0345,Data Science,3,7.26,1,3,1,0.85,0.45,12,placed_12m,1065114,0.5849333333333333,0.84,1,2
STU0346,Data Science,3,6.65,1,0,1,0.85,0.45,12,placed_12m,908874,0.5335833333333333,0.6,1,2
STU0347,Engineering,2,5.69,3,0,1,0.75,0.7,6,placed_6m,734470,0.7016500000000001,0.6,2,1
STU0348,MBA,2,7.56,2,3,1,0.7,0.7,3,placed_3m,860801,0.7062666666666667,0.84,4,0
STU0349,Data Science,1,7.13,0,3,1,0.85,1.0,6,placed_6m,1048304,0.6070500000000001,0.84,1,1
STU0350,Data Science,2,7.75,1,4,1,0.85,0.7,6,placed_6m,856567,0.6620833333333334,0.92,1,1
STU0351,Law,3,6.61,1,3,1,0.45,0.45,24,delayed,543049,0.5021833333333333,0.84,3,3
STU0352,Data Science,2,8.54,0,2,1,0.85,0.7,3,placed_3m,1043446,0.5864,0.76,1,0
STU0353,Engineering,3,6.24,0,4,1,0.75,0.45,12,placed_12m,669401,0.4609,0.92,2,2
STU0354,Engineering,3,9.08,0,1,1,0.75,0.45,6,placed_6m,727726,0.5303,0.6799999999999999,2,1
STU0355,Data Science,1,5.28,2,2,0,0.85,1.0,6,placed_6m,1132176,0.6989666666666667,0.16000000000000003,1,1
STU0356,Engineering,3,7.68,1,4,1,0.75,0.45,12,placed_12m,627334,0.5946333333333333,0.92,2,2
STU0357,Data Science,1,7.72,0,4,0,0.85,1.0,6,placed_6m,1176047,0.6377,0.32000000000000006,1,1
STU0358,Arts,2,6.32,0,0,1,0.35,0.7,6,placed_6m,353419,0.41369999999999996,0.6,0,1
STU0359,Data Science,1,7.67,2,4,1,0.85,1.0,3,placed_3m,1219401,0.8026166666666665,0.92,1,0
STU0360,MBA,1,8.61,2,2,1,0.7,1.0,6,placed_6m,1048326,0.7930166666666667,0.76,4,1
STU0361,Data Science,2,4.76,1,3,0,0.85,0.7,6,placed_6m,956228,0.5474333333333332,0.24,1,1
STU0362,MBA,2,7.75,1,2,1,0.7,0.7,12,placed_12m,858008,0.6195833333333333,0.76,4,2
STU0363,Data Science,2,4.46,3,1,1,0.85,0.7,6,placed_6m,1045138,0.6836,0.6799999999999999,1,1
STU0364,Arts,2,6.14,0,4,0,0.35,0.7,12,placed_12m,266392,0.4474,0.32000000000000006,0,2
STU0365,MBA,1,8.99,0,4,0,0.7,1.0,12,placed_12m,930887,0.6596500000000001,0.32000000000000006,4,2
STU0366,Arts,1,6.56,1,4,1,0.35,1.0,12,placed_12m,292502,0.6054333333333333,0.92,0,2
STU0367,Arts,2,5.91,0,4,1,0.35,0.7,6,placed_6m,284660,0.43935,0.92,0,1
STU0368,Engineering,2,6.98,1,0,0,0.75,0.7,3,placed_3m,730536,0.5801333333333334,0.0,2,0
STU0369,Engineering,3,9.47,3,0,1,0.75,0.45,3,placed_3m,808749,0.7839499999999999,0.6,2,0
STU0370,Engineering,3,5.19,2,3,1,0.75,0.45,12,placed_12m,626998,0.5808166666666668,0.84,2,2
STU0371,Engineering,3,6.04,1,4,1,0.75,0.45,12,placed_12m,638486,0.5372333333333333,0.92,2,2
STU0372,Engineering,3,8.85,3,1,1,0.75,0.45,12,placed_12m,663893,0.7722499999999999,0.6799999999999999,2,2
STU0373,Data Science,2,9.24,0,3,1,0.85,0.7,6,placed_6m,1088881,0.6209,0.84,1,1
STU0374,Engineering,3,7.09,0,4,1,0.75,0.45,12,placed_12m,608881,0.49065000000000003,0.92,2,2
STU0375,MBA,2,5.84,1,0,1,0.7,0.7,12,placed_12m,778095,0.5327333333333333,0.6,4,2
STU0376,Law,2,9.51,2,1,0,0.45,0.7,6,placed_6m,683702,0.7170166666666666,0.08000000000000002,3,1
STU0377,Engineering,3,8.95,0,3,0,0.75,0.45,6,placed_6m,663812,0.54575,0.24,2,1
STU0378,Law,2,7.95,1,1,1,0.45,0.7,3,placed_3m,583025,0.5790833333333333,0.6799999999999999,3,0
STU0379,Engineering,3,6.31,2,4,1,0.75,0.45,6,placed_6m,565511,0.6300166666666667,0.92,2,1
STU0380,Engineering,3,7.15,2,2,1,0.75,0.45,6,placed_6m,676764,0.6394166666666667,0.76,2,1
STU0381,Data Science,3,7.02,2,1,1,0.85,0.45,6,placed_6m,952487,0.6398666666666666,0.6799999999999999,1,1
STU0382,Data Science,3,7.56,1,1,1,0.85,0.45,6,placed_6m,1030829,0.5754333333333334,0.6799999999999999,1,1
STU0383,Law,2,8.8,0,0,1,0.45,0.7,12,placed_12m,564358,0.5155,0.6,3,2
STU0384,Nursing,2,8.17,1,4,0,0.6,0.7,12,placed_12m,461724,0.6392833333333333,0.32000000000000006,5,2
STU0385,Law,2,6.01,0,1,1,0.45,0.7,12,placed_12m,527084,0.42784999999999995,0.6799999999999999,3,2
STU0386,Engineering,2,8.71,3,4,0,0.75,0.7,6,placed_6m,868182,0.84735,0.32000000000000006,2,1
STU0387,Engineering,2,7.54,1,0,1,0.75,0.7,12,placed_12m,729199,0.5997333333333332,0.6,2,2
STU0388,Nursing,3,7.96,1,4,0,0.6,0.45,3,placed_3m,386726,0.5819333333333334,0.32000000000000006,5,0
STU0389,Law,3,8.81,2,0,1,0.45,0.45,6,placed_6m,566817,0.6325166666666666,0.6,3,1
STU0390,Arts,2,5.98,1,0,0,0.35,0.7,24,delayed,301451,0.4851333333333333,0.0,0,3
STU0391,MBA,1,7.16,1,3,0,0.7,1.0,6,placed_6m,865856,0.6689333333333334,0.24,4,1
STU0392,MBA,2,6.62,2,4,0,0.7,0.7,6,placed_6m,703100,0.6833666666666667,0.32000000000000006,4,1
STU0393,Nursing,1,5.48,2,2,1,0.6,1.0,3,placed_3m,491016,0.6684666666666667,0.76,5,0
STU0394,MBA,3,7.58,2,3,1,0.7,0.45,12,placed_12m,913765,0.6569666666666666,0.84,4,2
STU0395,Arts,2,9.96,0,0,1,0.35,0.7,6,placed_6m,368847,0.5411,0.6,0,1
STU0396,Law,1,5.18,1,2,1,0.45,1.0,6,placed_6m,540521,0.5521333333333334,0.76,3,1
STU0397,MBA,1,7.16,2,1,1,0.7,1.0,6,placed_6m,972454,0.7322666666666666,0.6799999999999999,4,1
STU0398,Nursing,2,7.9,0,1,1,0.6,0.7,6,placed_6m,424224,0.5165,0.6799999999999999,5,1
STU0399,Nursing,2,7.34,0,3,1,0.6,0.7,12,placed_12m,436299,0.5168999999999999,0.84,5,2
STU0400,Engineering,2,7.08,3,2,0,0.75,0.7,6,placed_6m,694578,0.7703,0.16000000000000003,2,1
STU0401,Arts,1,5.77,0,4,0,0.35,1.0,12,placed_12m,345756,0.49444999999999995,0.32000000000000006,0,2
STU0402,Data Science,2,7.46,2,2,1,0.85,0.7,6,placed_6m,982215,0.7152666666666667,0.76,1,1
STU0403,Law,2,6.37,1,3,1,0.45,0.7,12,placed_12m,607647,0.5437833333333333,0.84,3,2
STU0404,MBA,3,4.79,1,4,1,0.7,0.45,12,placed_12m,743250,0.4859833333333333,0.92,4,2
STU0405,Law,2,8.51,0,4,1,0.45,0.7,24,delayed,563272,0.54535,0.92,3,3
STU0406,MBA,2,8.25,2,1,0,0.7,0.7,3,placed_3m,957366,0.7104166666666666,0.08000000000000002,4,0
STU0407,Engineering,2,7.26,1,2,1,0.75,0.7,6,placed_6m,739405,0.6099333333333332,0.76,2,1
STU0408,Arts,3,7.45,1,4,1,0.35,0.45,6,placed_6m,347976,0.5265833333333333,0.92,0,1
STU0409,Engineering,2,8.38,2,3,1,0.75,0.7,3,placed_3m,776733,0.7424666666666666,0.84,2,0
STU0410,MBA,3,7.45,2,1,1,0.7,0.45,6,placed_6m,821437,0.6324166666666666,0.6799999999999999,4,1
STU0411,Arts,1,8.19,3,4,1,0.35,1.0,6,placed_6m,378467,0.82915,0.92,0,1
STU0412,Arts,2,6.87,1,2,1,0.35,0.7,6,placed_6m,363948,0.5362833333333333,0.76,0,1
STU0413,Data Science,1,8.64,1,1,0,0.85,1.0,6,placed_6m,1269726,0.7232333333333334,0.08000000000000002,1,1
STU0414,Data Science,2,7.55,3,2,0,0.85,0.7,6,placed_6m,1195059,0.80175,0.16000000000000003,1,1
STU0415,MBA,3,7.41,2,2,1,0.7,0.45,3,placed_3m,926058,0.6410166666666666,0.76,4,0
STU0416,Engineering,2,5.8,1,2,1,0.75,0.7,3,placed_3m,697911,0.5588333333333333,0.76,2,0
STU0417,MBA,1,7.52,0,1,0,0.7,1.0,12,placed_12m,970112,0.5782,0.08000000000000002,4,2
STU0418,Data Science,1,6.28,2,4,1,0.85,1.0,3,placed_3m,1069315,0.7539666666666667,0.92,1,0
STU0419,Nursing,2,6.5,1,0,1,0.6,0.7,3,placed_3m,392756,0.5408333333333333,0.6,5,0
STU0420,Nursing,1,6.3,2,4,1,0.6,1.0,3,placed_3m,467814,0.7171666666666666,0.92,5,0
STU0421,Nursing,1,6.03,1,1,0,0.6,1.0,6,placed_6m,420577,0.5943833333333334,0.08000000000000002,5,1
STU0422,Engineering,3,9.54,0,0,1,0.75,0.45,6,placed_6m,671976,0.5364,0.6,2,1
STU0423,MBA,2,8.66,2,0,1,0.7,0.7,6,placed_6m,914826,0.7147666666666667,0.6,4,1
STU0424,Engineering,2,9.31,0,0,1,0.75,0.7,12,placed_12m,857667,0.5783499999999999,0.6,2,2
STU0425,Data Science,3,5.85,1,3,1,0.85,0.45,6,placed_6m,958017,0.5355833333333333,0.84,1,1
STU0426,MBA,1,7.28,1,1,0,0.7,1.0,3,placed_3m,952466,0.6531333333333333,0.08000000000000002,4,0
STU0427,Law,3,5.78,1,3,1,0.45,0.45,24,delayed,457200,0.4731333333333334,0.84,3,3
STU0428,MBA,2,6.43,2,0,0,0.7,0.7,6,placed_6m,763802,0.6367166666666666,0.0,4,1
STU0429,Engineering,3,6.19,2,3,0,0.75,0.45,12,placed_12m,615387,0.6158166666666667,0.24,2,2
STU0430,Engineering,2,8.56,2,3,1,0.75,0.7,12,placed_12m,824939,0.7487666666666668,0.84,2,2
STU0431,Nursing,3,6.76,0,1,1,0.6,0.45,6,placed_6m,415130,0.4266,0.6799999999999999,5,1
STU0432,Data Science,3,8.38,0,2,1,0.85,0.45,6,placed_6m,1074733,0.5308,0.76,1,1
STU0433,Engineering,2,7.86,1,3,0,0.75,0.7,3,placed_3m,761637,0.6409333333333334,0.24,2,0
STU0434,Engineering,3,9.73,3,3,1,0.75,0.45,3,placed_3m,763885,0.8230500000000001,0.84,2,0
STU0435,Nursing,2,5.57,2,0,1,0.6,0.7,3,placed_3m,471232,0.5916166666666667,0.6,5,0
STU0436,Engineering,2,8.59,2,0,1,0.75,0.7,3,placed_3m,737429,0.7198166666666665,0.6,2,0
STU0437,Law,2,8.46,1,0,1,0.45,0.7,6,placed_6m,673193,0.5869333333333333,0.6,3,1
STU0438,Nursing,2,6.13,1,4,1,0.6,0.7,6,placed_6m,438019,0.5678833333333333,0.92,5,1
STU0439,Engineering,1,8.31,1,3,1,0.75,1.0,6,placed_6m,685861,0.7166833333333333,0.84,2,1
STU0440,Engineering,2,7.57,0,0,0,0.75,0.7,12,placed_12m,650188,0.51745,0.0,2,2
STU0441,Arts,2,6.95,0,1,0,0.35,0.7,6,placed_6m,275014,0.44575,0.08000000000000002,0,1
STU0442,MBA,3,6.29,3,4,0,0.7,0.45,6,placed_6m,926434,0.7051499999999999,0.32000000000000006,4,1
STU0443,MBA,3,6.41,0,2,1,0.7,0.45,24,delayed,756352,0.43935,0.76,4,3
STU0444,Law,2,9.45,0,3,1,0.45,0.7,6,placed_6m,535986,0.56825,0.84,3,1
STU0445,Arts,2,7.2,0,3,1,0.35,0.7,6,placed_6m,326927,0.47450000000000003,0.84,0,1
STU0446,Arts,2,8.06,3,1,0,0.35,0.7,6,placed_6m,346512,0.7346,0.08000000000000002,0,1
STU0447,Nursing,1,6.33,1,2,0,0.6,1.0,6,placed_6m,406079,0.6148833333333333,0.16000000000000003,5,1
STU0448,MBA,1,6.34,2,2,0,0.7,1.0,3,placed_3m,1021321,0.7135666666666667,0.16000000000000003,4,0
STU0449,Engineering,2,8.39,3,4,0,0.75,0.7,3,placed_3m,787105,0.83615,0.32000000000000006,2,0
STU0450,Nursing,2,5.72,1,3,1,0.6,0.7,6,placed_6m,407790,0.5435333333333333,0.84,5,1
STU0451,Data Science,3,6.74,2,0,1,0.85,0.45,12,placed_12m,978188,0.6200666666666667,0.6,1,2
STU0452,MBA,2,7.24,0,1,1,0.7,0.7,3,placed_3m,768419,0.5084,0.6799999999999999,4,0
STU0453,Arts,2,7.32,0,1,1,0.35,0.7,24,delayed,280493,0.4587,0.6799999999999999,0,3
STU0454,Engineering,2,7.0,2,1,1,0.75,0.7,3,placed_3m,782015,0.6741666666666666,0.6799999999999999,2,0
STU0455,MBA,1,7.64,2,1,1,0.7,1.0,6,placed_6m,936019,0.7490666666666665,0.6799999999999999,4,1
STU0456,Engineering,2,7.96,1,0,0,0.75,0.7,6,placed_6m,726423,0.6144333333333334,0.0,2,1
STU0457,MBA,2,8.01,1,0,1,0.7,0.7,6,placed_6m,785768,0.6086833333333332,0.6,4,1
STU0458,Engineering,2,6.12,1,4,1,0.75,0.7,6,placed_6m,606700,0.5900333333333334,0.92,2,1
STU0459,Engineering,2,6.89,0,3,1,0.75,0.7,12,placed_12m,694893,0.52365,0.84,2,2
STU0460,Engineering,3,8.51,0,0,0,0.75,0.45,12,placed_12m,702557,0.50035,0.0,2,2
STU0461,Data Science,3,8.18,0,4,0,0.85,0.45,12,placed_12m,1138028,0.5438000000000001,0.32000000000000006,1,2
STU0462,Nursing,2,5.69,1,2,0,0.6,0.7,3,placed_3m,459424,0.5324833333333333,0.16000000000000003,5,0
STU0463,Data Science,2,7.59,2,3,1,0.85,0.7,6,placed_6m,1084537,0.7298166666666668,0.84,1,1
STU0464,Arts,2,5.02,1,0,1,0.35,0.7,24,delayed,297462,0.45153333333333334,0.6,0,3
STU0465,MBA,2,7.25,0,2,1,0.7,0.7,6,placed_6m,836064,0.5187499999999999,0.76,4,1
STU0466,Engineering,2,9.29,1,4,1,0.75,0.7,6,placed_6m,863757,0.7009833333333333,0.92,2,1
STU0467,Law,1,6.16,2,0,0,0.45,1.0,6,placed_6m,651976,0.6497666666666667,0.0,3,1
STU0468,Engineering,2,6.28,0,0,1,0.75,0.7,6,placed_6m,663112,0.4723,0.6,2,1
STU0469,Arts,2,8.04,0,2,1,0.35,0.7,24,delayed,324254,0.4939,0.76,0,3
STU0470,Engineering,2,5.5,1,0,1,0.75,0.7,6,placed_6m,720940,0.5283333333333333,0.6,2,1
STU0471,Arts,3,6.5,2,1,1,0.35,0.45,3,placed_3m,328154,0.5466666666666667,0.6799999999999999,0,0
STU0472,Engineering,3,7.86,1,0,0,0.75,0.45,24,delayed,744496,0.5609333333333333,0.0,2,3
STU0473,Law,3,6.5,2,3,0,0.45,0.45,3,placed_3m,475019,0.5816666666666668,0.24,3,0
STU0474,Data Science,2,6.94,3,2,1,0.85,0.7,6,placed_6m,1135277,0.7804,0.76,1,1
